"product_name","stock_available","predicted_quantity","shortage","peak_month","seasonal_note"
"Redmi Ultra 337",692,981,289,"November","Mostly required in November"
"Redmi Prime 159",110,399,289,"December","Mostly required in December"
"Samsung Series 682",62,351,289,"October","Mostly required in October"
"HP Edition 554",331,620,289,"January","Mostly required in January"
"Reebok Series 975",36,325,289,"July","Mostly required in July"
"Adidas Model 41",146,435,289,"November","Mostly required in November"
"HP Edition 897",90,379,289,"September","Mostly required in September"
"Apple Model 123",430,719,289,"November","Mostly required in November"
"Reebok Edition 306",251,540,289,"June","Mostly required in June"
"Puma Series 358",682,970,288,"February","Mostly required in February"
"Boat Edition 780",140,428,288,"November","Mostly required in November"
"Reebok Ultra 802",105,393,288,"January","Mostly required in January"
"Prestige Edition 164",857,1145,288,"January","Mostly required in January"
"Samsung Edition 167",400,688,288,"December","Mostly required in December"
"Puma Series 60",0,288,288,"May","Mostly required in May"
"Redmi Prime 225",245,533,288,"January","Mostly required in January"
"Dell Ultra 491",322,610,288,"June","Mostly required in June"
"Whirlpool Ultra 82",29,317,288,"July","Mostly required in July"
"Adidas Edition 452",110,398,288,"May","Mostly required in May"
"LG Edition 406",282,570,288,"March","Mostly required in March"
"Sony Edition 245",83,371,288,"September","Mostly required in September"
"Prestige Prime 290",221,509,288,"August","Mostly required in August"
"Boat Ultra 544",126,414,288,"January","Mostly required in January"
"Redmi Model 541",264,552,288,"April","Mostly required in April"
"Samsung Model 375",364,652,288,"November","Mostly required in November"
"Whirlpool Series 403",218,506,288,"May","Mostly required in May"
"Prestige Edition 872",568,856,288,"June","Mostly required in June"
"Redmi Prime 209",16,304,288,"March","Mostly required in March"
"Samsung Ultra 807",291,579,288,"September","Mostly required in September"
"Puma Ultra 963",268,556,288,"April","Mostly required in April"
"Reebok Series 457",80,368,288,"March","Mostly required in March"
"Philips Edition 582",274,561,287,"April","Mostly required in April"
"Dell Series 603",23,310,287,"October","Mostly required in October"
"Sony Model 672",108,395,287,"November","Mostly required in November"
"Whirlpool Ultra 835",4,291,287,"July","Mostly required in July"
"Whirlpool Series 756",4,291,287,"November","Mostly required in November"
"Whirlpool Model 100",423,710,287,"January","Mostly required in January"
"Boat Model 288",27,314,287,"June","Mostly required in June"
"Apple Series 509",175,462,287,"September","Mostly required in September"
"Whirlpool Prime 605",322,609,287,"June","Mostly required in June"
"Samsung Series 838",669,956,287,"June","Mostly required in June"
"Samsung Edition 704",243,530,287,"September","Mostly required in September"
"Samsung Model 159",63,350,287,"January","Mostly required in January"
"Prestige Prime 243",206,493,287,"June","Mostly required in June"
"Whirlpool Ultra 993",267,554,287,"January","Mostly required in January"
"Sony Series 836",12,299,287,"November","Mostly required in November"
"Boat Edition 613",30,317,287,"October","Mostly required in October"
"Dell Edition 498",406,693,287,"January","Mostly required in January"
"Redmi Series 191",348,635,287,"April","Mostly required in April"
"Sony Edition 502",146,433,287,"July","Mostly required in July"
"Boat Model 776",125,412,287,"March","Mostly required in March"
"Nike Prime 937",162,449,287,"November","Mostly required in November"
"HP Model 609",232,518,286,"September","Mostly required in September"
"Prestige Prime 851",344,630,286,"August","Mostly required in August"
"Redmi Model 510",43,329,286,"February","Mostly required in February"
"Apple Series 566",60,346,286,"April","Mostly required in April"
"Adidas Model 378",416,702,286,"September","Mostly required in September"
"Puma Model 224",306,592,286,"May","Mostly required in May"
"Boat Model 206",24,310,286,"April","Mostly required in April"
"Nike Edition 491",738,1024,286,"January","Mostly required in January"
"Samsung Model 571",23,309,286,"July","Mostly required in July"
"Nike Model 667",28,314,286,"September","Mostly required in September"
"Sony Series 894",70,356,286,"November","Mostly required in November"
"Sony Prime 894",63,349,286,"November","Mostly required in November"
"Dell Model 590",8,294,286,"December","Mostly required in December"
"Adidas Edition 565",100,386,286,"February","Mostly required in February"
"Redmi Model 43",164,450,286,"December","Mostly required in December"
"Sony Series 442",282,568,286,"July","Mostly required in July"
"Redmi Model 38",152,438,286,"April","Mostly required in April"
"Boat Prime 106",29,315,286,"July","Mostly required in July"
"HP Model 78",405,691,286,"February","Mostly required in February"
"Boat Series 465",723,1008,285,"January","Mostly required in January"
"Boat Edition 112",69,354,285,"January","Mostly required in January"
"Redmi Prime 262",223,508,285,"April","Mostly required in April"
"Redmi Series 452",95,380,285,"April","Mostly required in April"
"Prestige Series 200",38,323,285,"June","Mostly required in June"
"Whirlpool Model 66",120,405,285,"September","Mostly required in September"
"Boat Model 711",843,1128,285,"January","Mostly required in January"
"Samsung Model 814",1,286,285,"March","Mostly required in March"
"HP Edition 237",251,536,285,"February","Mostly required in February"
"Apple Prime 349",128,413,285,"January","Mostly required in January"
"Puma Model 391",538,823,285,"December","Mostly required in December"
"Prestige Series 39",300,585,285,"October","Mostly required in October"
"LG Prime 247",168,453,285,"August","Mostly required in August"
"Adidas Ultra 801",248,533,285,"July","Mostly required in July"
"Boat Prime 56",381,666,285,"January","Mostly required in January"
"Prestige Prime 925",244,529,285,"November","Mostly required in November"
"Samsung Edition 450",430,715,285,"October","Mostly required in October"
"Philips Ultra 48",92,377,285,"June","Mostly required in June"
"Prestige Series 955",90,375,285,"October","Mostly required in October"
"Whirlpool Prime 922",593,878,285,"January","Mostly required in January"
"Puma Prime 971",113,398,285,"March","Mostly required in March"
"Nike Edition 564",667,952,285,"September","Mostly required in September"
"Nike Prime 31",25,309,284,"October","Mostly required in October"
"Whirlpool Ultra 104",51,335,284,"March","Mostly required in March"
"Adidas Model 958",767,1051,284,"January","Mostly required in January"
"Philips Prime 476",79,363,284,"August","Mostly required in August"
"Reebok Series 613",89,373,284,"July","Mostly required in July"
"Prestige Ultra 380",38,322,284,"March","Mostly required in March"
"Adidas Ultra 37",62,346,284,"August","Mostly required in August"
"Dell Ultra 513",253,537,284,"November","Mostly required in November"
"Whirlpool Series 53",75,359,284,"March","Mostly required in March"
"Nike Ultra 697",49,333,284,"January","Mostly required in January"
"Boat Edition 613",56,340,284,"October","Mostly required in October"
"Sony Ultra 366",68,352,284,"May","Mostly required in May"
"Philips Series 336",3,287,284,"December","Mostly required in December"
"Puma Model 16",61,345,284,"December","Mostly required in December"
"Dell Ultra 494",266,550,284,"July","Mostly required in July"
"Philips Ultra 886",635,919,284,"January","Mostly required in January"
"Redmi Ultra 494",54,338,284,"October","Mostly required in October"
"Reebok Model 239",83,366,283,"November","Mostly required in November"
"Samsung Series 164",54,337,283,"January","Mostly required in January"
"Boat Series 223",582,865,283,"January","Mostly required in January"
"Puma Ultra 803",404,687,283,"January","Mostly required in January"
"Sony Model 429",283,566,283,"August","Mostly required in August"
"Puma Ultra 758",213,496,283,"September","Mostly required in September"
"Dell Edition 761",172,455,283,"February","Mostly required in February"
"Redmi Prime 502",873,1156,283,"May","Mostly required in May"
"HP Prime 481",235,518,283,"January","Mostly required in January"
"Apple Edition 363",88,371,283,"September","Mostly required in September"
"HP Edition 717",308,591,283,"January","Mostly required in January"
"Apple Prime 409",15,298,283,"September","Mostly required in September"
"Philips Model 927",45,328,283,"February","Mostly required in February"
"Philips Ultra 579",616,899,283,"January","Mostly required in January"
"Samsung Model 795",909,1192,283,"January","Mostly required in January"
"HP Series 935",25,308,283,"June","Mostly required in June"
"Philips Prime 549",245,528,283,"March","Mostly required in March"
"Redmi Edition 823",518,800,282,"January","Mostly required in January"
"Boat Model 897",11,293,282,"July","Mostly required in July"
"HP Ultra 695",31,313,282,"July","Mostly required in July"
"Nike Model 59",15,297,282,"March","Mostly required in March"
"HP Model 695",305,587,282,"August","Mostly required in August"
"Prestige Model 845",900,1182,282,"January","Mostly required in January"
"Philips Series 765",97,379,282,"December","Mostly required in December"
"HP Ultra 849",748,1030,282,"January","Mostly required in January"
"Apple Edition 826",211,493,282,"January","Mostly required in January"
"Boat Series 329",117,399,282,"November","Mostly required in November"
"HP Ultra 722",169,451,282,"August","Mostly required in August"
"Boat Prime 968",254,536,282,"March","Mostly required in March"
"Puma Series 993",300,582,282,"June","Mostly required in June"
"Philips Series 412",662,944,282,"July","Mostly required in July"
"Adidas Edition 496",178,460,282,"January","Mostly required in January"
"Reebok Prime 709",191,473,282,"February","Mostly required in February"
"Adidas Edition 595",0,282,282,"January","Mostly required in January"
"Redmi Prime 20",12,294,282,"February","Mostly required in February"
"Dell Series 415",217,499,282,"August","Mostly required in August"
"Reebok Prime 193",175,457,282,"December","Mostly required in December"
"Prestige Prime 338",816,1098,282,"January","Mostly required in January"
"Prestige Series 477",281,563,282,"December","Mostly required in December"
"Boat Edition 451",17,299,282,"July","Mostly required in July"
"Prestige Prime 414",161,443,282,"February","Mostly required in February"
"Nike Series 581",60,342,282,"April","Mostly required in April"
"LG Edition 500",71,353,282,"October","Mostly required in October"
"Samsung Ultra 468",607,889,282,"January","Mostly required in January"
"Samsung Model 907",355,637,282,"January","Mostly required in January"
"Puma Series 496",494,776,282,"March","Mostly required in March"
"Boat Series 464",18,300,282,"March","Mostly required in March"
"Apple Edition 202",517,798,281,"October","Mostly required in October"
"LG Model 881",371,652,281,"November","Mostly required in November"
"Puma Ultra 793",82,363,281,"November","Mostly required in November"
"Boat Series 406",340,621,281,"October","Mostly required in October"
"Whirlpool Prime 39",50,331,281,"February","Mostly required in February"
"Redmi Prime 530",263,544,281,"November","Mostly required in November"
"Nike Series 100",241,522,281,"October","Mostly required in October"
"Puma Edition 247",446,727,281,"January","Mostly required in January"
"Adidas Ultra 153",587,868,281,"January","Mostly required in January"
"LG Model 277",147,428,281,"August","Mostly required in August"
